topic_i,topic_j,label_i,label_j,cosine_raw,cosine_centered,cosine_ctfidf,keyword_jaccard
0,51,Tranexamic Acid and Perioperative Blood Management,Soft Tissue Balancing and Ligament Release in TKA,0.9917641878128052,-0.2377440184354782,0.2971728546898185,0.14285714285714285
20,66,Depression and Mental Health in Arthroplasty,Blood Loss and Transfusion Management,0.9885783791542053,-0.1629585325717926,0.2971116740180601,0.1111111111111111
4,32,KOOS and Knee-Specific PROMs,Cost-Effectiveness of Joint Arthroplasty,0.9954301118850708,0.05359611660242081,0.29699772562630716,0.14285714285714285
36,81,Periprosthetic Fracture Treatment and Fixation,Knee Society Score and Clinical Outcome Reporting,0.9948868751525879,0.0640098825097084,0.29691284445364946,0.1111111111111111
33,54,Osteolysis and Implant Loosening,Morbid Obesity and Joint Arthroplasty Complications,0.9888077974319458,-0.10263942182064056,0.2967504707668631,0.14285714285714285
37,67,Femoral Head Collapse and Osteonecrosis,Cardiac Complications and Medical Comorbidities After TJA,0.9914010167121887,-0.2933715581893921,0.2967365776841414,0.14285714285714285
30,43,Unicompartmental Knee Arthroplasty Functional Outcomes,National Joint Replacement Registry Studies,0.9926892518997192,0.01559382677078247,0.2967126826159477,0.08108108108108109
34,77,"Opioid Use, Prescription Patterns, and Stewardship",Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.997978925704956,0.4606991708278656,0.29642871240619734,0.17647058823529413
15,36,Medicare Reimbursement and Bundled Payments,Periprosthetic Fracture Treatment and Fixation,0.993470311164856,-0.3088885545730591,0.29638517418186894,0.14285714285714285
10,17,Aseptic Loosening of Hip and Knee Implants,Metal Ion Release and Cobalt-Chromium Toxicity,0.994712769985199,-0.08919356763362885,0.2956516304908026,0.1111111111111111
11,15,Aspirin vs Anticoagulant VTE Prophylaxis,Medicare Reimbursement and Bundled Payments,0.9912319183349609,-0.28407829999923706,0.2956235453753412,0.14285714285714285
48,68,Risk Assessment and Discharge Disposition Models,Arthroplasty Volume Trends and Future Projections,0.994594395160675,0.13927330076694489,0.2954903188270855,0.08108108108108109
0,48,Tranexamic Acid and Perioperative Blood Management,Risk Assessment and Discharge Disposition Models,0.9911608695983887,-0.2923075556755066,0.29534718788505293,0.08108108108108109
32,71,Cost-Effectiveness of Joint Arthroplasty,Vancomycin Prophylaxis and Acute Kidney Injury Risk,0.9876144528388977,-0.02435135468840599,0.29528846295256567,0.14285714285714285
11,46,Aspirin vs Anticoagulant VTE Prophylaxis,Radiographic Implant Survival and Loosening Assessment,0.9946937561035156,-0.06697674095630646,0.29519347986003325,0.14285714285714285
7,64,Systematic Reviews and Meta-Analyses,Relative Value Units and Surgical Work in TJA,0.9843810796737671,-0.5780137181282043,0.2950339100162611,0.17647058823529413
55,77,Cementless Stem Subsidence and Early Fixation,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9963176846504211,-0.15158440172672272,0.2947876824823217,0.1111111111111111
11,21,Aspirin vs Anticoagulant VTE Prophylaxis,Adverse Local Tissue Reactions and Implant Corrosion,0.9880111813545227,-0.5017151236534119,0.29470767870380576,0.14285714285714285
44,71,30-Day Readmission and Postoperative Complications,Vancomycin Prophylaxis and Acute Kidney Injury Risk,0.9921324253082275,0.43510618805885315,0.29463929314833004,0.1111111111111111
39,51,Hip Dysplasia and Periacetabular Osteotomy,Soft Tissue Balancing and Ligament Release in TKA,0.9907389879226685,-0.1457109898328781,0.2946056391395431,0.1111111111111111
13,42,Case Reports of Unusual Arthroplasty Complications,Lower Extremity Deformity and Ligament Reconstruction,0.9925737380981445,0.23823994398117065,0.29457468779277785,0.08108108108108109
37,68,Femoral Head Collapse and Osteonecrosis,Arthroplasty Volume Trends and Future Projections,0.993941068649292,-0.232029527425766,0.29445003142923437,0.14285714285714285
21,23,Adverse Local Tissue Reactions and Implant Corrosion,Value-Based Care and Alternative Payment Models,0.9929726123809814,0.6653605699539185,0.2943481943643441,0.08108108108108109
54,66,Morbid Obesity and Joint Arthroplasty Complications,Blood Loss and Transfusion Management,0.9922321438789368,0.0351957306265831,0.2943254811863956,0.1111111111111111
13,37,Case Reports of Unusual Arthroplasty Complications,Femoral Head Collapse and Osteonecrosis,0.990761399269104,-0.03886895626783371,0.2943005590901338,0.1111111111111111
0,21,Tranexamic Acid and Perioperative Blood Management,Adverse Local Tissue Reactions and Implant Corrosion,0.9873353838920593,-0.4699499011039734,0.2942419106931216,0.1111111111111111
18,45,Polyethylene Liner Performance,Direct Anterior Approach Total Hip Arthroplasty,0.9890949726104736,-0.13801302015781403,0.2941491649175614,0.1111111111111111
22,39,AAHKS Member Survey Studies,Hip Dysplasia and Periacetabular Osteotomy,0.9895915389060974,-0.31934088468551636,0.29403670995592107,0.1111111111111111
22,36,AAHKS Member Survey Studies,Periprosthetic Fracture Treatment and Fixation,0.9944692254066467,-0.336104154586792,0.29381556665983444,0.1111111111111111
8,50,"Knee Kinematics, Gap Balancing, and ROM",Minimally Invasive Surgical Approaches in TJA,0.9926905035972595,0.08471695333719254,0.2936668574739604,0.08108108108108109
27,66,Medicare Reimbursement and Bundled Payments (Costs),Blood Loss and Transfusion Management,0.9956151843070984,0.18407350778579712,0.2932337398165532,0.14285714285714285
11,70,Aspirin vs Anticoagulant VTE Prophylaxis,Femoral Stem Survival and Aseptic Loosening,0.9942406415939331,-0.0018547745421528816,0.29288680881174,0.1111111111111111
47,78,Ambulatory Surgery Center and Outpatient TJA,Preoperative Opioid Use and Outcomes,0.9926629066467285,0.3887980878353119,0.2927616585502807,0.14285714285714285
32,35,Cost-Effectiveness of Joint Arthroplasty,Registry-Based Revision Risk and Implant Survivorship,0.9946285486221313,0.03731221705675125,0.29270107517413885,0.1111111111111111
0,37,Tranexamic Acid and Perioperative Blood Management,Femoral Head Collapse and Osteonecrosis,0.9944683909416199,-0.007474195212125778,0.2926307759021695,0.1111111111111111
33,42,Osteolysis and Implant Loosening,Lower Extremity Deformity and Ligament Reconstruction,0.9951337575912476,0.36347657442092896,0.2925073639894415,0.08108108108108109
65,68,Medicare Reimbursement and Bundled Payments (Cms),Arthroplasty Volume Trends and Future Projections,0.9856519103050232,0.05481121316552162,0.29249944944097106,0.08108108108108109
17,55,Metal Ion Release and Cobalt-Chromium Toxicity,Cementless Stem Subsidence and Early Fixation,0.997227668762207,0.19260157644748688,0.2924940763108558,0.08108108108108109
39,68,Hip Dysplasia and Periacetabular Osteotomy,Arthroplasty Volume Trends and Future Projections,0.9914995431900024,-0.10565677285194397,0.2923703063783476,0.14285714285714285
19,57,"Patellar Resurfacing, PCL Management, and Knee Design",Ceramic Components and Periprosthetic Osteolysis,0.9959975481033325,0.440475732088089,0.29232327375770667,0.08108108108108109
39,53,Hip Dysplasia and Periacetabular Osteotomy,Spinopelvic Parameters and Cup Positioning in THA,0.993560254573822,0.1621970385313034,0.29216440609962674,0.08108108108108109
70,79,Femoral Stem Survival and Aseptic Loosening,KOOS Outcomes After Simultaneous Bilateral TKA,0.9913809299468994,-0.26777079701423645,0.2921296880063433,0.08108108108108109
1,20,Acetabular Cup Orientation and Component Positioning,Depression and Mental Health in Arthroplasty,0.9848092794418335,-0.4968719482421875,0.29196935039764,0.08108108108108109
27,71,Medicare Reimbursement and Bundled Payments (Costs),Vancomycin Prophylaxis and Acute Kidney Injury Risk,0.9884582757949829,0.042828213423490524,0.29181921390665083,0.1111111111111111
1,59,Acetabular Cup Orientation and Component Positioning,Extended Trochanteric Osteotomy and Periprosthetic Fracture,0.9859440326690674,-0.23484334349632263,0.29176973279241014,0.1111111111111111
22,32,AAHKS Member Survey Studies,Cost-Effectiveness of Joint Arthroplasty,0.9947844743728638,0.10864698886871338,0.2915191583778717,0.14285714285714285
59,67,Extended Trochanteric Osteotomy and Periprosthetic Fracture,Cardiac Complications and Medical Comorbidities After TJA,0.9896153807640076,0.2159627377986908,0.2915184254790582,0.05263157894736842
30,66,Unicompartmental Knee Arthroplasty Functional Outcomes,Blood Loss and Transfusion Management,0.9924652576446533,-0.18119680881500244,0.2913780139609232,0.14285714285714285
5,53,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Spinopelvic Parameters and Cup Positioning in THA,0.9861586093902588,-0.20242522656917572,0.2912691474474013,0.08108108108108109
13,17,Case Reports of Unusual Arthroplasty Complications,Metal Ion Release and Cobalt-Chromium Toxicity,0.9924458861351013,0.17355982959270477,0.29106786355642833,0.08108108108108109
13,63,Case Reports of Unusual Arthroplasty Complications,Knee Flexion and Range of Motion After TKA,0.9901098012924194,-0.13636210560798645,0.29101824348434446,0.08108108108108109
62,70,Same-Day Discharge Protocols in Joint Arthroplasty,Femoral Stem Survival and Aseptic Loosening,0.9914573431015015,-0.15561358630657196,0.2904229071513883,0.1111111111111111
45,76,Direct Anterior Approach Total Hip Arthroplasty,Blood Loss and Transfusion Management (Hgb),0.9963301420211792,0.19963878393173218,0.29007216683041065,0.14285714285714285
46,77,Radiographic Implant Survival and Loosening Assessment,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9951567053794861,-0.25510433316230774,0.2900048679371579,0.1111111111111111
19,48,"Patellar Resurfacing, PCL Management, and Knee Design",Risk Assessment and Discharge Disposition Models,0.9943883419036865,-0.17120550572872162,0.2899928659319731,0.1111111111111111
39,77,Hip Dysplasia and Periacetabular Osteotomy,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9912146329879761,-0.37846648693084717,0.2898143063922345,0.1111111111111111
66,71,Blood Loss and Transfusion Management,Vancomycin Prophylaxis and Acute Kidney Injury Risk,0.9891895055770874,0.12775322794914246,0.2895431950389063,0.1111111111111111
12,62,Ceramic-on-Ceramic Bearings and Fracture,Same-Day Discharge Protocols in Joint Arthroplasty,0.9904239773750305,0.10247711092233658,0.2893584610637465,0.08108108108108109
76,77,Blood Loss and Transfusion Management (Hgb),Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9967712163925171,0.2701165974140167,0.2892836823117535,0.14285714285714285
48,71,Risk Assessment and Discharge Disposition Models,Vancomycin Prophylaxis and Acute Kidney Injury Risk,0.9829062819480896,-0.38166379928588867,0.28901559491676093,0.14285714285714285
20,43,Depression and Mental Health in Arthroplasty,National Joint Replacement Registry Studies,0.9879025220870972,-0.10410617291927338,0.2889555152284045,0.08108108108108109
51,60,Soft Tissue Balancing and Ligament Release in TKA,Bariatric Surgery Prior to Joint Arthroplasty,0.9889542460441589,-0.6050795316696167,0.2886822389871619,0.14285714285714285
39,79,Hip Dysplasia and Periacetabular Osteotomy,KOOS Outcomes After Simultaneous Bilateral TKA,0.986768364906311,-0.5112475156784058,0.2886501442450439,0.08108108108108109
0,56,Tranexamic Acid and Perioperative Blood Management,Tibial Mechanical Axis and Varus-Valgus Alignment,0.9894342422485352,-0.41186970472335815,0.2884541871895146,0.14285714285714285
0,22,Tranexamic Acid and Perioperative Blood Management,AAHKS Member Survey Studies,0.992902398109436,-0.09384755790233612,0.2882316237320802,0.14285714285714285
32,36,Cost-Effectiveness of Joint Arthroplasty,Periprosthetic Fracture Treatment and Fixation,0.9951506853103638,-0.2463129162788391,0.28813250230591475,0.1111111111111111
25,49,Implant Survival Analysis and Competing Risk Methods,Polyethylene Wear and Osteolysis,0.9896976947784424,-0.11017140001058578,0.2880866981220492,0.08108108108108109
28,76,Medicare Reimbursement and Bundled Payments (Proms),Blood Loss and Transfusion Management (Hgb),0.9961040616035461,0.16736756265163422,0.28794314191852083,0.1111111111111111
27,81,Medicare Reimbursement and Bundled Payments (Costs),Knee Society Score and Clinical Outcome Reporting,0.9907751083374023,-0.35969406366348267,0.28773610597073673,0.1111111111111111
29,35,Machine Learning Prediction of Arthroplasty Outcomes,Registry-Based Revision Risk and Implant Survivorship,0.9934540390968323,-0.14243261516094208,0.2873752863641302,0.08108108108108109
8,25,"Knee Kinematics, Gap Balancing, and ROM",Implant Survival Analysis and Competing Risk Methods,0.9818150997161865,-0.6155130863189697,0.28736913270045816,0.08108108108108109
35,42,Registry-Based Revision Risk and Implant Survivorship,Lower Extremity Deformity and Ligament Reconstruction,0.995520830154419,0.16610108315944672,0.28732286906199994,0.08108108108108109
34,74,"Opioid Use, Prescription Patterns, and Stewardship",Postoperative Rehabilitation and Physical Therapy,0.9980185031890869,0.5725226998329163,0.28732091423407846,0.14285714285714285
16,43,Implant Retrieval and Corrosion Analysis,National Joint Replacement Registry Studies,0.9932431578636169,0.22940337657928467,0.2872279089350447,0.08108108108108109
11,13,Aspirin vs Anticoagulant VTE Prophylaxis,Case Reports of Unusual Arthroplasty Complications,0.992277979850769,0.22555863857269287,0.2872272874549765,0.1111111111111111
15,34,Medicare Reimbursement and Bundled Payments,"Opioid Use, Prescription Patterns, and Stewardship",0.9965278506278992,0.44772303104400635,0.2872155032137863,0.14285714285714285
1,5,Acetabular Cup Orientation and Component Positioning,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),0.981313169002533,-0.5973224639892578,0.2868996140304968,0.1111111111111111
2,51,Primary Total Hip Arthroplasty Technique and Outcomes,Soft Tissue Balancing and Ligament Release in TKA,0.9956504106521606,0.34970948100090027,0.2867061191166053,0.1111111111111111
27,70,Medicare Reimbursement and Bundled Payments (Costs),Femoral Stem Survival and Aseptic Loosening,0.9918171167373657,-0.48207294940948486,0.28666655590434786,0.14285714285714285
29,79,Machine Learning Prediction of Arthroplasty Outcomes,KOOS Outcomes After Simultaneous Bilateral TKA,0.9950235486030579,0.2748969495296478,0.2864885294117175,0.08108108108108109
4,65,KOOS and Knee-Specific PROMs,Medicare Reimbursement and Bundled Payments (Cms),0.9887181520462036,0.2929704487323761,0.28643682119449726,0.08108108108108109
3,44,Periprosthetic Joint Infection Diagnosis and Treatment,30-Day Readmission and Postoperative Complications,0.9962867498397827,0.2996457815170288,0.2864259487737423,0.05263157894736842
28,80,Medicare Reimbursement and Bundled Payments (Proms),"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)",0.9946067333221436,0.2138892263174057,0.286342582058454,0.14285714285714285
1,69,Acetabular Cup Orientation and Component Positioning,Neurovascular Anatomy and Complication Avoidance,0.9955862760543823,0.630030632019043,0.28628531774398897,0.02564102564102564
43,58,National Joint Replacement Registry Studies,Patient Satisfaction After Joint Arthroplasty,0.9956437945365906,0.2689571976661682,0.286268122441871,0.08108108108108109
43,67,National Joint Replacement Registry Studies,Cardiac Complications and Medical Comorbidities After TJA,0.9889119863510132,-0.30918020009994507,0.2858894341001919,0.08108108108108109
15,55,Medicare Reimbursement and Bundled Payments,Cementless Stem Subsidence and Early Fixation,0.9929159879684448,-0.3324264883995056,0.2857601169534605,0.1111111111111111
40,59,KOOS and Knee-Specific PROMs (Expectations),Extended Trochanteric Osteotomy and Periprosthetic Fracture,0.9890589714050293,0.11598634719848633,0.285718403326709,0.05263157894736842
30,53,Unicompartmental Knee Arthroplasty Functional Outcomes,Spinopelvic Parameters and Cup Positioning in THA,0.9939992427825928,0.06265059113502502,0.28571143344357175,0.02564102564102564
71,77,Vancomycin Prophylaxis and Acute Kidney Injury Risk,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.988274335861206,-0.08083202689886093,0.2856096692925349,0.1111111111111111
35,37,Registry-Based Revision Risk and Implant Survivorship,Femoral Head Collapse and Osteonecrosis,0.9944759011268616,-0.1328093260526657,0.28557604270798465,0.1111111111111111
37,43,Femoral Head Collapse and Osteonecrosis,National Joint Replacement Registry Studies,0.9941297769546509,0.00012321583926677704,0.2855474109530617,0.08108108108108109
35,48,Registry-Based Revision Risk and Implant Survivorship,Risk Assessment and Discharge Disposition Models,0.992180347442627,-0.2566300928592682,0.28536490203627857,0.08108108108108109
3,22,Periprosthetic Joint Infection Diagnosis and Treatment,AAHKS Member Survey Studies,0.9946309924125671,-0.1402033269405365,0.2852455044832854,0.08108108108108109
57,60,Ceramic Components and Periprosthetic Osteolysis,Bariatric Surgery Prior to Joint Arthroplasty,0.9861511588096619,-0.6260824203491211,0.2852128905463673,0.14285714285714285
54,65,Morbid Obesity and Joint Arthroplasty Complications,Medicare Reimbursement and Bundled Payments (Cms),0.9733813405036926,-0.5741937756538391,0.28518723140995667,0.1111111111111111
13,79,Case Reports of Unusual Arthroplasty Complications,KOOS Outcomes After Simultaneous Bilateral TKA,0.9839115738868713,-0.5116901993751526,0.28503428787574236,0.1111111111111111
62,81,Same-Day Discharge Protocols in Joint Arthroplasty,Knee Society Score and Clinical Outcome Reporting,0.9907739162445068,-0.056884851306676865,0.28496606623431026,0.08108108108108109
24,63,Biomechanical Testing and Implant Stability,Knee Flexion and Range of Motion After TKA,0.9952332973480225,0.24968166649341583,0.2847827108056707,0.02564102564102564
11,29,Aspirin vs Anticoagulant VTE Prophylaxis,Machine Learning Prediction of Arthroplasty Outcomes,0.9935365915298462,-0.11971504986286163,0.28471188842342826,0.1111111111111111
28,35,Medicare Reimbursement and Bundled Payments (Proms),Registry-Based Revision Risk and Implant Survivorship,0.9941529035568237,-0.21673882007598877,0.28465123690955524,0.08108108108108109
22,34,AAHKS Member Survey Studies,"Opioid Use, Prescription Patterns, and Stewardship",0.9961117506027222,0.23936516046524048,0.28463156667436523,0.14285714285714285
35,40,Registry-Based Revision Risk and Implant Survivorship,KOOS and Knee-Specific PROMs (Expectations),0.9939545392990112,0.09296238422393799,0.28423259099080456,0.1111111111111111
71,76,Vancomycin Prophylaxis and Acute Kidney Injury Risk,Blood Loss and Transfusion Management (Hgb),0.9934053421020508,0.5428629517555237,0.284056110993892,0.1111111111111111
27,76,Medicare Reimbursement and Bundled Payments (Costs),Blood Loss and Transfusion Management (Hgb),0.9961988925933838,0.279547780752182,0.2839865021969928,0.14285714285714285
21,29,Adverse Local Tissue Reactions and Implant Corrosion,Machine Learning Prediction of Arthroplasty Outcomes,0.992088258266449,0.03431010991334915,0.2839759813212373,0.08108108108108109
29,46,Machine Learning Prediction of Arthroplasty Outcomes,Radiographic Implant Survival and Loosening Assessment,0.9934157133102417,-0.30546075105667114,0.2838852371389183,0.08108108108108109
13,51,Case Reports of Unusual Arthroplasty Complications,Soft Tissue Balancing and Ligament Release in TKA,0.9888362288475037,-0.11119426786899567,0.28378158227511907,0.1111111111111111
46,51,Radiographic Implant Survival and Loosening Assessment,Soft Tissue Balancing and Ligament Release in TKA,0.9935442805290222,-0.20689257979393005,0.28374053884782413,0.14285714285714285
31,64,Hip-Spine Syndrome and Lumbar Fusion After THA,Relative Value Units and Surgical Work in TJA,0.9899224042892456,-0.40596404671669006,0.2837195225745576,0.17647058823529413
13,28,Case Reports of Unusual Arthroplasty Complications,Medicare Reimbursement and Bundled Payments (Proms),0.9888095855712891,-0.3106650114059448,0.28371869799002025,0.17647058823529413
35,64,Registry-Based Revision Risk and Implant Survivorship,Relative Value Units and Surgical Work in TJA,0.9868205785751343,-0.38683435320854187,0.2837178560741035,0.17647058823529413
11,50,Aspirin vs Anticoagulant VTE Prophylaxis,Minimally Invasive Surgical Approaches in TJA,0.9948814511299133,0.07141970843076706,0.28366806601210653,0.14285714285714285
8,46,"Knee Kinematics, Gap Balancing, and ROM",Radiographic Implant Survival and Loosening Assessment,0.9911634922027588,-0.21345944702625275,0.2836438983528284,0.1111111111111111
13,54,Case Reports of Unusual Arthroplasty Complications,Morbid Obesity and Joint Arthroplasty Complications,0.9895106554031372,0.13821104168891907,0.28362564815616276,0.08108108108108109
3,42,Periprosthetic Joint Infection Diagnosis and Treatment,Lower Extremity Deformity and Ligament Reconstruction,0.9963719248771667,0.1457447111606598,0.2834321426383403,0.08108108108108109
2,62,Primary Total Hip Arthroplasty Technique and Outcomes,Same-Day Discharge Protocols in Joint Arthroplasty,0.9872217178344727,-0.6103718876838684,0.28338797964649065,0.08108108108108109
30,76,Unicompartmental Knee Arthroplasty Functional Outcomes,Blood Loss and Transfusion Management (Hgb),0.9941007494926453,0.06276670843362808,0.28333999574595864,0.1111111111111111
51,54,Soft Tissue Balancing and Ligament Release in TKA,Morbid Obesity and Joint Arthroplasty Complications,0.9867537617683411,-0.5715151429176331,0.2833348992077881,0.14285714285714285
39,76,Hip Dysplasia and Periacetabular Osteotomy,Blood Loss and Transfusion Management (Hgb),0.9929341673851013,0.06328647583723068,0.28308705462369876,0.1111111111111111
22,55,AAHKS Member Survey Studies,Cementless Stem Subsidence and Early Fixation,0.9940322637557983,-0.3366439938545227,0.28307564579764705,0.14285714285714285
1,29,Acetabular Cup Orientation and Component Positioning,Machine Learning Prediction of Arthroplasty Outcomes,0.9945667386054993,0.11249254643917084,0.2829524673076825,0.08108108108108109
39,75,Hip Dysplasia and Periacetabular Osteotomy,Lower Extremity Alignment and Deformity Correction,0.9954618215560913,0.4749189019203186,0.2828688978276232,0.05263157894736842
22,29,AAHKS Member Survey Studies,Machine Learning Prediction of Arthroplasty Outcomes,0.9951826333999634,0.19673120975494385,0.2828502002747491,0.08108108108108109
29,36,Machine Learning Prediction of Arthroplasty Outcomes,Periprosthetic Fracture Treatment and Fixation,0.9945809841156006,-0.3520396053791046,0.2828174919541649,0.1111111111111111
35,63,Registry-Based Revision Risk and Implant Survivorship,Knee Flexion and Range of Motion After TKA,0.9949196577072144,-0.05561906099319458,0.2827383609932278,0.02564102564102564
32,40,Cost-Effectiveness of Joint Arthroplasty,KOOS and Knee-Specific PROMs (Expectations),0.9927340745925903,-0.0971357524394989,0.2827205615360155,0.17647058823529413
58,75,Patient Satisfaction After Joint Arthroplasty,Lower Extremity Alignment and Deformity Correction,0.9952153563499451,0.17940653860569,0.2826448977311698,0.14285714285714285
32,55,Cost-Effectiveness of Joint Arthroplasty,Cementless Stem Subsidence and Early Fixation,0.9946238398551941,-0.2803589999675751,0.2825317722339534,0.1111111111111111
27,42,Medicare Reimbursement and Bundled Payments (Costs),Lower Extremity Deformity and Ligament Reconstruction,0.9924725294113159,-0.4520438313484192,0.28251875093089124,0.14285714285714285
56,70,Tibial Mechanical Axis and Varus-Valgus Alignment,Femoral Stem Survival and Aseptic Loosening,0.991394579410553,-0.23606157302856445,0.28249324551408084,0.1111111111111111
43,47,National Joint Replacement Registry Studies,Ambulatory Surgery Center and Outpatient TJA,0.9908884763717651,-0.544220507144928,0.28231546640519606,0.1111111111111111
6,51,Observational Study Design and Statistical Methods,Soft Tissue Balancing and Ligament Release in TKA,0.9885734915733337,-0.5522683262825012,0.2821049059370283,0.17647058823529413
35,77,Registry-Based Revision Risk and Implant Survivorship,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9952535629272461,-0.04833880439400673,0.28198408868755725,0.1111111111111111
4,76,KOOS and Knee-Specific PROMs,Blood Loss and Transfusion Management (Hgb),0.9943468570709229,-0.2030361294746399,0.2816183452189029,0.1111111111111111
32,46,Cost-Effectiveness of Joint Arthroplasty,Radiographic Implant Survival and Loosening Assessment,0.9938755035400391,-0.25027769804000854,0.2814669234178963,0.1111111111111111
15,19,Medicare Reimbursement and Bundled Payments,"Patellar Resurfacing, PCL Management, and Knee Design",0.9936394095420837,-0.19431138038635254,0.2812805863484756,0.1111111111111111
3,79,Periprosthetic Joint Infection Diagnosis and Treatment,KOOS Outcomes After Simultaneous Bilateral TKA,0.9920003414154053,-0.4751845598220825,0.2812125136970434,0.08108108108108109
18,31,Polyethylene Liner Performance,Hip-Spine Syndrome and Lumbar Fusion After THA,0.9891581535339355,-0.34498587250709534,0.28119834474889727,0.1111111111111111
6,80,Observational Study Design and Statistical Methods,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)",0.9927515387535095,0.18015575408935547,0.2811136877493456,0.08108108108108109
29,55,Machine Learning Prediction of Arthroplasty Outcomes,Cementless Stem Subsidence and Early Fixation,0.9941652417182922,-0.3472476601600647,0.28109986337607995,0.08108108108108109
22,46,AAHKS Member Survey Studies,Radiographic Implant Survival and Loosening Assessment,0.9928072690963745,-0.38934046030044556,0.28107680039602995,0.14285714285714285
20,23,Depression and Mental Health in Arthroplasty,Value-Based Care and Alternative Payment Models,0.9674579501152039,-0.6677381992340088,0.2810695345911275,0.1111111111111111
35,49,Registry-Based Revision Risk and Implant Survivorship,Polyethylene Wear and Osteolysis,0.9947028160095215,0.1382679045200348,0.2809947367306201,0.05263157894736842
14,48,THA Survivorship and Long-Term Aseptic Loosening,Risk Assessment and Discharge Disposition Models,0.9945377707481384,0.10700760781764984,0.28094373927417604,0.08108108108108109
22,42,AAHKS Member Survey Studies,Lower Extremity Deformity and Ligament Reconstruction,0.9922122359275818,-0.3832132816314697,0.2808756713204961,0.14285714285714285
2,27,Primary Total Hip Arthroplasty Technique and Outcomes,Medicare Reimbursement and Bundled Payments (Costs),0.9905493855476379,-0.5634781122207642,0.28083897325163376,0.1111111111111111
0,46,Tranexamic Acid and Perioperative Blood Management,Radiographic Implant Survival and Loosening Assessment,0.9937669038772583,-0.12819184362888336,0.2807807154384191,0.1111111111111111
56,60,Tibial Mechanical Axis and Varus-Valgus Alignment,Bariatric Surgery Prior to Joint Arthroplasty,0.9874920845031738,-0.6200830936431885,0.28077805883680473,0.1111111111111111
47,51,Ambulatory Surgery Center and Outpatient TJA,Soft Tissue Balancing and Ligament Release in TKA,0.9923051595687866,-0.42703109979629517,0.2807730692056606,0.14285714285714285
37,40,Femoral Head Collapse and Osteonecrosis,KOOS and Knee-Specific PROMs (Expectations),0.9927514791488647,-0.23274365067481995,0.28077164080722355,0.1111111111111111
19,71,"Patellar Resurfacing, PCL Management, and Knee Design",Vancomycin Prophylaxis and Acute Kidney Injury Risk,0.9863585233688354,-0.39113348722457886,0.28076961124496197,0.1111111111111111
44,55,30-Day Readmission and Postoperative Complications,Cementless Stem Subsidence and Early Fixation,0.9942950010299683,-0.16392864286899567,0.28076001096915687,0.08108108108108109
10,66,Aseptic Loosening of Hip and Knee Implants,Blood Loss and Transfusion Management,0.9933567047119141,-0.17378705739974976,0.2807301340717342,0.1111111111111111
39,56,Hip Dysplasia and Periacetabular Osteotomy,Tibial Mechanical Axis and Varus-Valgus Alignment,0.9871795177459717,-0.4356426000595093,0.28014205647153473,0.1111111111111111
2,53,Primary Total Hip Arthroplasty Technique and Outcomes,Spinopelvic Parameters and Cup Positioning in THA,0.9946439266204834,0.138723224401474,0.2800027318547492,0.05263157894736842
28,56,Medicare Reimbursement and Bundled Payments (Proms),Tibial Mechanical Axis and Varus-Valgus Alignment,0.9931975603103638,-0.1243436187505722,0.2799154404147478,0.14285714285714285
7,57,Systematic Reviews and Meta-Analyses,Ceramic Components and Periprosthetic Osteolysis,0.9885545372962952,-0.4214704632759094,0.2798562297960272,0.08108108108108109
3,48,Periprosthetic Joint Infection Diagnosis and Treatment,Risk Assessment and Discharge Disposition Models,0.9937893152236938,-0.2345731258392334,0.27958669320143037,0.05263157894736842
5,23,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Value-Based Care and Alternative Payment Models,0.9632180333137512,-0.708398699760437,0.27948614370264857,0.08108108108108109
18,19,Polyethylene Liner Performance,"Patellar Resurfacing, PCL Management, and Knee Design",0.9924035668373108,0.2613270878791809,0.27940048099351156,0.08108108108108109
36,76,Periprosthetic Fracture Treatment and Fixation,Blood Loss and Transfusion Management (Hgb),0.9974828362464905,0.3732398450374603,0.27939302683126666,0.14285714285714285
6,23,Observational Study Design and Statistical Methods,Value-Based Care and Alternative Payment Models,0.9780885577201843,-0.35987815260887146,0.2793370164451714,0.05263157894736842
10,49,Aseptic Loosening of Hip and Knee Implants,Polyethylene Wear and Osteolysis,0.9931308031082153,-0.10038378834724426,0.2792906061262455,0.1111111111111111
5,57,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Ceramic Components and Periprosthetic Osteolysis,0.9779024720191956,-0.6107031106948853,0.27928851040803193,0.1111111111111111
26,36,Femoral Head Taper Corrosion and Modular Junction Failure,Periprosthetic Fracture Treatment and Fixation,0.9870635271072388,-0.2443074882030487,0.27922690302471076,0.08108108108108109
