topic_id,final_clinical_label,rank,pmid,year,title
62,Same-Day Discharge Protocols in Joint Arthroplasty,5,35181447,2022,Evaluation of Emergency Department Visits Following Total Joint Arthroplasty: Same-Day Discharge vs Non-Same-Day Discharge.
63,Knee Flexion and Range of Motion After TKA,1,29103778,2018,Reduced Bearing Excursion After Mobile-Bearing Unicompartmental Knee Arthroplasty is Associated With Poor Functional Outcomes.
63,Knee Flexion and Range of Motion After TKA,2,40473049,2025,Failure to Restore Normal Trochlear Orientation Does Not Affect Postoperative Patella-Related Outcomes in Robotic-Assisted Functional Alignment Total Knee Arthroplasty.
63,Knee Flexion and Range of Motion After TKA,3,37271229,2023,Lateral Retinacular Release During Medial Unicompartmental Knee Arthroplasty in the Presence of Patello-Femoral Joint Arthritis Relieves Patello-Femoral Joint Pressure and Improves Associated Symptoms.
63,Knee Flexion and Range of Motion After TKA,4,33229070,2021,Influence of Intraoperative Medial Collateral Ligament Bony Avulsion Injury on the Outcome of Primary Total Knee Arthroplasty.
63,Knee Flexion and Range of Motion After TKA,5,36309143,2023,Does Generalized Joint Laxity Affect Postoperative Alignment and Clinical Outcomes Following Medial Opening-Wedge High Tibial Osteotomy?
64,Relative Value Units and Surgical Work in TJA,1,37149270,2023,Time Required for Planned and Unplanned Episodes of Care in Aseptic Hip and Knee Revision Arthroplasty.
64,Relative Value Units and Surgical Work in TJA,2,31301913,2019,Quantifying the Perioperative Work Associated With Total Hip and Knee Arthroplasty: The Burden Has Increased With Contemporary Care Pathways.
64,Relative Value Units and Surgical Work in TJA,3,31133427,2019,Perioperative Telephone Encounters Should Be Included in the Relative Value Scale Update Committee Review of Time Spent on Total Hip and Knee Arthroplasty.
64,Relative Value Units and Surgical Work in TJA,4,35026363,2022,Time Required for Planned and Unplanned Episodes of Care in Septic Two-Stage Revision Hip and Knee Arthroplasty.
64,Relative Value Units and Surgical Work in TJA,5,33618957,2021,Electronic Medical Record Audit Time Logs as a Measure of Preoperative Work Before Total Joint Arthroplasty.
65,Medicare Reimbursement and Bundled Payments (CMS),1,31591011,2020,The Clinical and Financial Consequences of the Centers for Medicare and Medicaid Services' Two-Midnight Rule in Total Joint Arthroplasty.
65,Medicare Reimbursement and Bundled Payments (CMS),2,40120654,2025,The CCJR® Gerard A. Engh Excellence in Knee Research Award: Patient-Reported Outcomes Collection and Mandatory Medicare Inpatient Total Knee Arthroplasty Patient-Reported Outcome Performance Measures: How to Optimize the Process.
65,Medicare Reimbursement and Bundled Payments (CMS),3,36781061,2023,"Lessons Learned From the Comprehensive Care for Joint Replacement Model at an Academic Tertiary Center: The Good, the Bad, and the Ugly."
65,Medicare Reimbursement and Bundled Payments (CMS),4,32081502,2020,Economic Impact of Outpatient Medicare Total Knee Arthroplasty at a Tertiary Care Academic Medical Center.
65,Medicare Reimbursement and Bundled Payments (CMS),5,41161511,2026,The Race to the Bottom: A High-Volume Hospital Experience With Comprehensive Care for Joint Replacement.
66,Blood Loss and Transfusion Management,1,27659394,2017,Efficacy of Hybrid Plasma Scalpel in Reducing Blood Loss and Transfusions in Direct Anterior Total Hip Arthroplasty.
66,Blood Loss and Transfusion Management,2,27286909,2016,Comparison of ε-Aminocaproic Acid and Tranexamic Acid in Reducing Postoperative Transfusions in Total Hip Arthroplasty.
66,Blood Loss and Transfusion Management,3,27113948,2016,The James A. Rand Young Investigator's Award: A Randomized Controlled Trial of Oral and Intravenous Tranexamic Acid in Total Knee Arthroplasty: The Same Efficacy at Lower Cost?
66,Blood Loss and Transfusion Management,4,38430972,2024,The AAHKS Clinical Research Award: Extended Postoperative Oral Tranexamic Acid in Total Knee Arthroplasty: A Randomized Controlled Pilot Study.
66,Blood Loss and Transfusion Management,5,26387037,2016,What Is the Benefit of Tranexamic Acid vs Reinfusion Drains in Total Joint Arthroplasty?
67,Cardiac Complications and Medical Comorbidities After TJA,1,28034481,2017,Complications Following Outpatient Total Joint Arthroplasty: An Analysis of a National Database.
67,Cardiac Complications and Medical Comorbidities After TJA,2,30853155,2019,"Inflammatory Arthritis Is a Risk Factor for Multiple Complications After Total Hip Arthroplasty: A Population-Based Comparative Study of 68,348 Patients."
67,Cardiac Complications and Medical Comorbidities After TJA,3,35143922,2022,"Increased Morbidity With Diagnosis and Treatment of Pulmonary Embolism After Total Joint Arthroplasty: A Matched Control Analysis of 30,000 Patients."
67,Cardiac Complications and Medical Comorbidities After TJA,4,27480828,2017,Myocardial Infarction Risk in Arthroplasty vs Arthroscopy: How Much Does Procedure Type Matter?
67,Cardiac Complications and Medical Comorbidities After TJA,5,33637381,2021,Crohn's Disease is Associated with Longer In-Hospital Lengths of Stay and Higher Rates of Complications and Costs after Primary Total Hip Arthroplasty.
68,Arthroplasty Volume Trends and Future Projections,1,39828012,2025,Trends and Epidemiology in Revision Total Hip Arthroplasty: A Large Database Study.
68,Arthroplasty Volume Trends and Future Projections,2,32151524,2020,Projections and Epidemiology of Revision Hip and Knee Arthroplasty in the United States to 2030.
68,Arthroplasty Volume Trends and Future Projections,3,28336249,2017,Current Epidemiology of Revision Total Hip Arthroplasty in the United States: National Inpatient Sample 2009 to 2013.
68,Arthroplasty Volume Trends and Future Projections,4,37001624,2023,Trends in Surgical Management of Osteonecrosis of the Femoral Head: A 2010 to 2020 Nationwide Study.
68,Arthroplasty Volume Trends and Future Projections,5,37717833,2024,The Current Epidemiology of Revision Total Knee Arthroplasty in the United States From 2016 to 2022.
69,Neurovascular Anatomy and Complication Avoidance,1,41991411,2026,Anatomic Mapping of the Inferior Branch of the Superior Gluteal Nerve: Implications for Revision Total Hip Arthroplasty.
69,Neurovascular Anatomy and Complication Avoidance,2,38043744,2024,The Anatomical Course of the Femoral Nerve with Regard to the Direct Anterior Approach for Total Hip Arthroplasty.
69,Neurovascular Anatomy and Complication Avoidance,3,27515242,2017,Distal Extension of the Direct Anterior Approach to the Hip: A Cadaveric Feasibility Study.
69,Neurovascular Anatomy and Complication Avoidance,4,29656968,2018,Anatomical Features of the Descending Genicular Artery to Facilitate Surgical Exposure for the Subvastus Approach-A Cadaveric Study.
69,Neurovascular Anatomy and Complication Avoidance,5,19361947,2010,Proximity of the femoral neurovascular bundle during hip resurfacing.
70,Femoral Stem Survival and Aseptic Loosening,1,41985698,2026,Implant Survival and Clinical Results of a Cementless Femoral Stem: Minimum 30-Year Follow-Up of 348 Primary Total Hip Arthroplasties.
70,Femoral Stem Survival and Aseptic Loosening,2,34625308,2022,Mid-Term Results After 517 Primary Total Hip Arthroplasties With a Shortened and Shoulderless Double-Taper Press-Fit Stem: High Rates of Aseptic Loosening.
70,Femoral Stem Survival and Aseptic Loosening,3,37852443,2024,Mean 23-Year Outcomes of Total Hip Arthroplasty Using a Modular Femoral Stem With Metaphyseal Fixation Sleeve.
70,Femoral Stem Survival and Aseptic Loosening,4,30930158,2019,A Minimum of 15-Year Results of Cementless Total Hip Arthroplasty Using a 28-mm Metal-On-Metal Articulation.
70,Femoral Stem Survival and Aseptic Loosening,5,30982763,2019,High Failure at a Minimum 5-Year Follow-Up in Primary Total Hip Arthroplasty Using a Modular Femoral Trunnion.
71,Vancomycin Prophylaxis and Acute Kidney Injury Risk,1,33468344,2021,Intraosseous Regional Administration of Vancomycin in Primary Total Knee Arthroplasty Does Not Increase the Risk of Vancomycin-Associated Complications.
71,Vancomycin Prophylaxis and Acute Kidney Injury Risk,2,26796776,2016,Rivaroxaban Use for Thrombosis Prophylaxis Is Associated With Early Periprosthetic Joint Infection.
71,Vancomycin Prophylaxis and Acute Kidney Injury Risk,3,27118182,2016,Aspirin Can Be Used as Prophylaxis for Prevention of Venous Thromboembolism After Revision Hip and Knee Arthroplasty.
71,Vancomycin Prophylaxis and Acute Kidney Injury Risk,4,39447933,2025,The Addition of a Nonsteroidal Anti-inflammatory Drug in Local Infiltration Analgesia During Total Knee Arthroplasty Increases the Risk of Acute Kidney Injury in Patients Who Have Renal Impairment: A Propensity-Matched Retrospective Cohort Study.
71,Vancomycin Prophylaxis and Acute Kidney Injury Risk,5,33485696,2021,Low-Dose Aspirin Administered for Venous Thromboembolism Prophylaxis Reduces the Incidence of Heterotopic Ossification in Total Joint Arthroplasty.
72,Deep Learning and Computer Vision in Arthroplasty,1,33160805,2021,Artificial Intelligence to Identify Arthroplasty Implants From Radiographs of the Knee.
72,Deep Learning and Computer Vision in Arthroplasty,2,38336303,2024,Novel Technique for the Identification of Hip Implants Using Artificial Intelligence.
72,Deep Learning and Computer Vision in Arthroplasty,3,33051119,2021,Use of Natural Language Processing Algorithms to Identify Common Data Elements in Operative Notes for Knee Arthroplasty.
72,Deep Learning and Computer Vision in Arthroplasty,4,35271974,2023,Artificial Intelligence for Automated Implant Identification in Total Hip Arthroplasty: A Multicenter External Validation Study Exceeding Two Million Plain Radiographs.
72,Deep Learning and Computer Vision in Arthroplasty,5,33281020,2021,Artificial Intelligence to Identify Arthroplasty Implants From Radiographs of the Hip.
73,Authorship Trends and Publication Patterns in Arthroplasty,1,40069007,2025,Knee Society Members Are High Impact Researchers in the Field of Knee Arthroplasty: A Quantitative Analysis.
73,Authorship Trends and Publication Patterns in Arthroplasty,2,29258760,2018,Adult Reconstruction Studies Presented at AAOS and AAHKS 2011-2015 Annual Meetings. Is There a Difference in Future Publication?
73,Authorship Trends and Publication Patterns in Arthroplasty,3,33812708,2021,Industry Payments and Their Association With Academic Influence in Total Joint Arthroplasty.
73,Authorship Trends and Publication Patterns in Arthroplasty,4,37286049,2024,"Open Access Publication in Total Knee Arthroplasty Is Associated With Increased Social Media Attention, but Is Not Associated With Increased Citations."
73,Authorship Trends and Publication Patterns in Arthroplasty,5,40185342,2025,The Role of Women in the Top 100 Most Influential Arthroplasty Publications: A Bibliometric Analysis.
74,Postoperative Rehabilitation and Physical Therapy,1,36252744,2023,"A Home-Based, Remote-Clinician-Controlled, Physical Therapy Device Leads to Superior Outcomes When Compared to Standard Physical Therapy for Rehabilitation After Total Knee Arthroplasty."
74,Postoperative Rehabilitation and Physical Therapy,2,34462184,2021,A Smartwatch Paired With A Mobile Application Provides Postoperative Self-Directed Rehabilitation Without Compromising Total Knee Arthroplasty Outcomes: A Randomized Controlled Trial.
74,Postoperative Rehabilitation and Physical Therapy,3,38768768,2024,"A Remote Physical Therapy Program Demonstrates Similar Outcomes Compared to In-Person, Supervised Physical Therapy After Same-Day Discharge Total Knee Arthroplasty: A Randomized Clinical Trial."
74,Postoperative Rehabilitation and Physical Therapy,4,30477966,2019,"Web-Based, Self-Directed Physical Therapy After Total Hip Arthroplasty Is Safe and Effective for Most, but Not All, Patients."
74,Postoperative Rehabilitation and Physical Therapy,5,30591206,2019,"Web-Based, Self-Directed Physical Therapy After Total Knee Arthroplasty Is Safe and Effective for Most, but Not All, Patients."
75,Lower Extremity Alignment and Deformity Correction,1,32646678,2020,Aggravation of Ankle Varus Incongruency Following Total Knee Replacement Correcting ≥10° of Genu Varum Deformity: A Radiographic Assessment.
75,Lower Extremity Alignment and Deformity Correction,2,35093550,2022,Effect of Total Knee Arthroplasty on Coronal Alignment of the Ankle Joint.
75,Lower Extremity Alignment and Deformity Correction,3,26787012,2016,Comparison of Postoperative Alignment Using Fixed vs Individual Valgus Correction Angle in Primary Total Knee Arthroplasty With Lateral Bowing Femur.
75,Lower Extremity Alignment and Deformity Correction,4,41999793,2026,"Pre- and Postoperative Alignment of the Knee Impacts Ankle Alignment: Analysis of 4,698 Total Knee Arthroplasties."
75,Lower Extremity Alignment and Deformity Correction,5,27667532,2017,Intraoperative Fluoroscopic Assessment of Limb Alignment is a Reliable Predictor for Postoperative Limb Alignment in Biplanar Medial Opening-Wedge High Tibial Osteotomy.
76,Blood Loss and Transfusion Management (Hgb),1,35533821,2022,Blood Transfusion can be Avoided in Single-Anesthetic Bilateral Total Knee Arthroplasty.
76,Blood Loss and Transfusion Management (Hgb),2,33190997,2021,Simultaneous Bilateral Primary Total Knee Arthroplasty With TXA and Restrictive Transfusion Protocols: Still a 1 in 5 Risk of Allogeneic Transfusion.
76,Blood Loss and Transfusion Management (Hgb),3,32451280,2020,"In the Era of Tranexamic Acid, are Type and Screens for Primary Total Joint Arthroplasty Obsolete?"
76,Blood Loss and Transfusion Management (Hgb),4,39341580,2025,Bloodless Total Hip Arthroplasty in Jehovah's Witness Patients: Contemporary Strategies and Outcomes.
76,Blood Loss and Transfusion Management (Hgb),5,30100135,2018,Patients With Infected Total Hip Arthroplasty Undergoing 2-Stage Exchange Arthroplasty Experience Massive Blood Loss.
77,Bilateral Total Knee Arthroplasty and Simultaneous Staging,1,41270985,2025,Should Total Hip Arthroplasty Surgeons Be Concerned that a Delay Between the Date of Surgical Booking and Surgery Influences Patient Body Mass Index and Short-Term Outcomes?
77,Bilateral Total Knee Arthroplasty and Simultaneous Staging,2,31272825,2019,Same-Day Surgery Does Not Increase the Manipulation Under Anesthesia and Reoperation Rates for Stiffness Following Bilateral Total Knee Arthroplasty.
77,Bilateral Total Knee Arthroplasty and Simultaneous Staging,3,33039194,2021,Rates and Causes of 90-day Complications and Readmissions Following Outpatient Hip and Knee Arthroplasty: A Retrospective Analysis of 525 Patients in a Single Institution.
77,Bilateral Total Knee Arthroplasty and Simultaneous Staging,4,28629904,2017,Perioperative Morbidity of Same-Day and Staged Bilateral Total Hip Arthroplasty.
77,Bilateral Total Knee Arthroplasty and Simultaneous Staging,5,38866346,2024,Complication Rates Are Not Higher After Outpatient Versus Inpatient Fast-Track Total Knee Arthroplasty: A Propensity-Matched Prospective Comparative Study.
78,Preoperative Opioid Use and Outcomes,1,40543828,2026,Opioid Consumption Patterns Before and After Elective Joint Surgery.
78,Preoperative Opioid Use and Outcomes,2,40946937,2026,In-Hospital Exposure and Opioids Prescribed after Total Knee Arthroplasty.
78,Preoperative Opioid Use and Outcomes,3,28413136,2017,Opioid Use After Total Knee Arthroplasty: Trends and Risk Factors for Prolonged Use.
78,Preoperative Opioid Use and Outcomes,4,27161903,2016,Preoperative and Postoperative Opiate Use by the Arthroplasty Patient.
78,Preoperative Opioid Use and Outcomes,5,31255407,2019,Chronic Prescription Opioid Use Before and After Total Hip and Knee Arthroplasty in Patients Younger Than 65 Years.
79,KOOS Outcomes After Simultaneous Bilateral TKA,1,31451392,2019,"Better Implant Positioning and Clinical Outcomes With a Morphometric Unicompartmental Knee Arthroplasty. Results of a Retrospective, Matched-Controlled Study."
79,KOOS Outcomes After Simultaneous Bilateral TKA,2,35533822,2022,Impact of Component Alignment and Soft Tissue Release on 2-Year Outcomes in Total Knee Arthroplasty.
79,KOOS Outcomes After Simultaneous Bilateral TKA,3,40023458,2025,The John N. Insall Award: Functional Versus Mechanical Alignment in Total Knee Arthroplasty: A Randomized Controlled Trial.
79,KOOS Outcomes After Simultaneous Bilateral TKA,4,27916473,2017,Aseptic Revision Knee Arthroplasty With Total Stabilizer Prostheses Achieves Similar Functional Outcomes to Primary Total Knee Arthroplasty at 2 Years: A Longitudinal Cohort Study.
79,KOOS Outcomes After Simultaneous Bilateral TKA,5,36996948,2023,Decreased Femoral Trochlear Length Associated With Increased Anterior Knee Pain Following Total Knee Arthroplasty: A New Anatomical Perspective.
80,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy and Safety)",1,36162925,2022,The Efficacy and Safety of Periarticular Injection in Total Joint Arthroplasty: A Direct Meta-Analysis.
80,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy and Safety)",2,32690428,2020,The Efficacy and Safety of Nonsteroidal Anti-Inflammatory Drugs in Total Joint Arthroplasty: Systematic Review and Direct Meta-Analysis.
80,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy and Safety)",3,36162922,2022,The Efficacy and Safety of Corticosteroids in Total Joint Arthroplasty: A Direct Meta-Analysis.
80,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy and Safety)",4,30007789,2018,The Efficacy of Tranexamic Acid in Total Hip Arthroplasty: A Network Meta-analysis.
80,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy and Safety)",5,32563592,2020,The Efficacy and Safety of Acetaminophen in Total Joint Arthroplasty: Systematic Review and Direct Meta-Analysis.
81,Knee Society Score and Clinical Outcome Reporting,1,19679440,2010,"Results of unicompartmental knee arthroplasty with cemented, fixed-bearing prosthesis using minimally invasive surgery."
81,Knee Society Score and Clinical Outcome Reporting,2,21507608,2011,Revision of the unstable total knee arthroplasty: outcome predictors.
81,Knee Society Score and Clinical Outcome Reporting,3,28372918,2017,"All-Polyethylene Tibial Component Use for Elderly, Low-Demand Total Knee Arthroplasty Patients."
81,Knee Society Score and Clinical Outcome Reporting,4,17027544,2006,Midterm results of primary total knee arthroplasty using a dished polyethylene insert with a recessed or resected posterior cruciate ligament.
81,Knee Society Score and Clinical Outcome Reporting,5,21550763,2011,Initial experience of the Journey-Deuce bicompartmental knee prosthesis: a review of 36 cases.
82,Bibliometric Analysis of Joint Arthroplasty Literature,1,36257508,2023,Lack of Demographic Information in Total Hip Arthroplasty/Total Knee Arthroplasty Randomized Controlled Trial Publications.
82,Bibliometric Analysis of Joint Arthroplasty Literature,2,28993088,2018,Hip and Knee Arthroplasty Orthopedic Literature in Medical Journals-Is It Negatively Biased?
82,Bibliometric Analysis of Joint Arthroplasty Literature,3,38848787,2024,A Systematic Review of Retracted Publications in Clinical Orthopaedic Research.
82,Bibliometric Analysis of Joint Arthroplasty Literature,4,34130871,2021,Clinical and Administrative Databases Used in Lower Extremity Arthroplasty Research.
82,Bibliometric Analysis of Joint Arthroplasty Literature,5,36521731,2023,High Prevalence of Causal Language and Inferences in Observational Hip and Knee Arthroplasty Database Studies: A Review of Papers Published Across Four Orthopaedic Journals.
