doc_id,pmid,year,journal,title,topic_id,topic_probability,clinical_label
4894,29276122,2018,The Journal of arthroplasty,A Comparison of Relative Value Units in Primary Versus Revision Total Knee Arthroplasty.,64,1.0,Relative Value Units and Surgical Work in TJA
4895,29276121,2018,The Journal of arthroplasty,"A Randomized Seven-Year Study on Performance of the Stemmed Metal M2a-Magnum and Ceramic C2a-Taper, and the Resurfacing ReCap Hip Implants.",-1,0.0167326345620559,
4896,29306574,2018,The Journal of arthroplasty,Incidence and Risk Factors of Postoperative Urinary Retention and Bladder Catheterization in Patients Undergoing Fast-Track Total Joint Arthroplasty: A Prospective Observational Study on 371 Patients.,-1,0.059647411395046,
4897,29276119,2018,The Journal of arthroplasty,"Not Physical Activity, but Patient Beliefs and Expectations are Associated With Return to Work After Total Knee Arthroplasty.",-1,0.0739742207704762,
4898,29276118,2018,The Journal of arthroplasty,Total Hip Arthroplasty in Patients With Parkinson Disease: Improved Outcomes With Dual Mobility Implants and Cementless Fixation.,12,0.1334327674515657,Ceramic-on-Ceramic Bearings and Fracture
4899,29307677,2018,The Journal of arthroplasty,In-Hospital Morbidity and Postoperative Revisions After Direct Anterior vs Posterior Total Hip Arthroplasty.,45,1.0,Direct Anterior Approach Total Hip Arthroplasty
4900,29352684,2018,The Journal of arthroplasty,Long-Term Outcome of Hip Arthroplasty in the Setting of Pigmented Villonodular Synovitis.,10,0.2048645088191193,Aseptic Loosening of Hip and Knee Implants
4901,29224993,2018,The Journal of arthroplasty,Embolization of the Geniculate Arteries Is an Effective Treatment of Recurrent Hemarthrosis Following Total Knee Arthroplasty That Can Be Safely Repeated.,3,0.0168024392456995,Periprosthetic Joint Infection Diagnosis and Treatment
4902,29289445,2018,The Journal of arthroplasty,"Incidence, Risk Factors, and Clinical Implications of Pneumonia After Surgery for Geriatric Hip Fracture.",5,0.0783550781295525,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
4903,29276120,2018,The Journal of arthroplasty,Damage Assessment of Retrieved Birmingham Monoblock Cups: Is Conversion to Dual-Mobility Head a Viable Revision Option?,-1,0.0687657066726038,
4904,29310919,2018,The Journal of arthroplasty,Increased Complications for Schizophrenia and Bipolar Disorder Patients Undergoing Total Joint Arthroplasty.,-1,0.0910721145798543,
4905,29229238,2018,The Journal of arthroplasty,"Effectiveness of an Automated Digital Remote Guidance and Telemonitoring Platform on Costs, Readmissions, and Complications After Hip and Knee Arthroplasties.",-1,0.0691704301815415,
4906,29233568,2018,The Journal of arthroplasty,The Impact of Spino-Pelvic Alignment on Total Hip Arthroplasty Outcomes: A Critical Analysis of Current Evidence.,-1,0.0327324622276668,
4907,29174408,2018,The Journal of arthroplasty,Survivorship and Outcomes in Patients With Multiple Sclerosis Undergoing Total Joint Arthroplasty.,-1,0.0093630445540717,
4908,29275116,2018,The Journal of arthroplasty,Hospital Discharge Within 1 Day After Total Joint Arthroplasty From a Veterans Affairs Hospital Does Not Increase Complication and Readmission Rates.,-1,0.0258088390623938,
4909,29276115,2018,The Journal of arthroplasty,The Cost-Effectiveness of Total Hip Arthroplasty in Patients 80 Years of Age and Older.,32,0.1510251566738565,Cost-Effectiveness of Joint Arthroplasty
4910,29276116,2018,The Journal of arthroplasty,Effect of Pelvic Tilt and Rotation on Cup Orientation in Both Supine and Standing Positions.,53,0.1115052083727402,Spinopelvic Parameters and Cup Positioning in THA
4911,29276117,2018,The Journal of arthroplasty,A Retrospective Comparison of a Medial Pivot and Posterior-Stabilized Total Knee Arthroplasty With Respect to Patient-Reported and Radiographic Outcomes.,-1,0.0977051857732728,
4912,29352682,2018,The Journal of arthroplasty,Are Allogeneic Transfusions Decreasing in Total Knee Arthroplasty Patients? National Inpatient Sample 2009-2013.,44,0.1750993671023333,30-Day Readmission and Postoperative Complications
4913,29352681,2018,The Journal of arthroplasty,No Consensus for Femoral Head Impaction Technique in Surgeon Education Materials From Orthopedic Implant Manufacturers.,-1,0.0456868083055211,
4914,29307678,2018,The Journal of arthroplasty,Mid-Term Outcomes of Dual Mobility Acetabular Cups for Revision Total Hip Arthroplasty.,-1,0.1275076910850159,
4915,29336858,2018,The Journal of arthroplasty,Are Ceramic Bearings Becoming Cost-Effective for All Patients?,-1,0.0929794029772334,
4916,29329883,2018,The Journal of arthroplasty,"Oxidation, Damage Mechanisms, and Reasons for Revision of Sequentially Annealed Highly Crosslinked Polyethylene in Total Knee Arthroplasty.",16,0.2025588245497002,Implant Retrieval and Corrosion Analysis
4917,29325725,2018,The Journal of arthroplasty,Who Goes to Inpatient Rehabilitation or Skilled Nursing Facilities Unexpectedly Following Total Knee Arthroplasty?,28,1.0,Medicare Reimbursement and Bundled Payments (Proms)
4918,29317156,2018,The Journal of arthroplasty,Surgical Space Suits Increase Particle and Microbiological Emission Rates in a Simulated Surgical Environment.,52,1.0,Operating Room Air Contamination and Infection Prevention
4919,29310922,2018,The Journal of arthroplasty,Are All Periprosthetic Joint Infections the Same? Evaluating Major vs Minor Criteria.,3,0.0731415281094956,Periprosthetic Joint Infection Diagnosis and Treatment
4920,29310921,2018,The Journal of arthroplasty,Does Patients' Perception of Leg Length After Total Hip Arthroplasty Correlate With Anatomical Leg Length?,-1,0.0770555730859538,
4921,29310920,2018,The Journal of arthroplasty,Total Hip Arthroplasty Patients With Fixed Spinopelvic Alignment Are at Higher Risk of Hip Dislocation.,53,0.1356535085579217,Spinopelvic Parameters and Cup Positioning in THA
4922,29310918,2018,The Journal of arthroplasty,"Polished Cemented Femoral Stems Have a Lower Rate of Revision Than Matt Finished Cemented Stems in Total Hip Arthroplasty: An Analysis of 96,315 Cemented Femoral Stems.",43,1.0,National Joint Replacement Registry Studies
4923,29310917,2018,The Journal of arthroplasty,Mid-Term Results of Graft Augmentation Prosthesis II Cage and Impacted Allograft Bone in Revision Hip Arthroplasty.,-1,0.0171185663352757,
4924,29336857,2018,The Journal of arthroplasty,Identifying Risk Factors for the Development of Stiffness After Revision Total Knee Arthroplasty.,5,0.181962013488035,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
4925,29325724,2018,The Journal of arthroplasty,"Rheumatoid Arthritis, Disease Modifying Agents, and Periprosthetic Joint Infection: What Does a Joint Surgeon Need to Know?",-1,0.0340442205341305,
4926,29129616,2018,The Journal of arthroplasty,Risk of Periprosthetic Joint Infection in Patients With Multiple Arthroplasties.,3,0.2133320886159558,Periprosthetic Joint Infection Diagnosis and Treatment
4927,29174406,2018,The Journal of arthroplasty,Total Hip Arthroplasty in Patients With Previous Lumbar Fusion Surgery: Are There More Dislocations and Revisions?,31,1.0,Hip-Spine Syndrome and Lumbar Fusion After THA
4928,29128233,2018,The Journal of arthroplasty,Cementless Total Knee Arthroplasty in Knee Osteonecrosis Demonstrated Excellent Survivorship and Outcomes at Three-Year Minimum Follow-Up.,46,1.0,Radiographic Implant Survival and Loosening Assessment
4929,29122388,2018,The Journal of arthroplasty,Pelvic Tilt Displacement Before and After Artificial Hip Joint Replacement Surgery.,-1,0.0959583196757936,
4930,29113757,2018,The Journal of arthroplasty,Eight Hundred Twenty-Five Medial Mobile-Bearing Unicompartmental Knee Arthroplasties: The First 10-Year US Multi-Center Survival Analysis.,14,1.0,THA Survivorship and Long-Term Aseptic Loosening
4931,29174409,2018,The Journal of arthroplasty,Operating Room Traffic Increases Aerosolized Particles and Compromises the Air Quality: A Simulated Study.,52,0.6118960248578065,Operating Room Air Contamination and Infection Prevention
4932,29174758,2018,The Journal of arthroplasty,A Proactive Approach to High Risk Delirium Patients Undergoing Total Joint Arthroplasty.,47,0.0831726945699264,Ambulatory Surgery Center and Outpatient TJA
4933,29174759,2018,The Journal of arthroplasty,Change in Body Mass Index After Total Knee Arthroplasty and Its Influence on Functional Outcome.,-1,0.0715770589853271,
4934,29174760,2018,The Journal of arthroplasty,Increased Serum Ion Levels After Ceramic-on-Metal Bearing Total Hip Arthroplasty: Influence of an Asian Lifestyle.,17,1.0,Metal Ion Release and Cobalt-Chromium Toxicity
4935,29224990,2018,The Journal of arthroplasty,The Shift to Same-Day Outpatient Joint Arthroplasty: A Systematic Review.,47,0.1277500183664948,Ambulatory Surgery Center and Outpatient TJA
4936,29224989,2018,The Journal of arthroplasty,Synovial Calprotectin: An Inexpensive Biomarker to Exclude a Chronic Prosthetic Joint Infection.,9,1.0,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial)
4937,29223405,2018,The Journal of arthroplasty,"Polished, Collarless, Tapered, Cemented Stems for Primary Hip Arthroplasty May Exhibit High Rate of Periprosthetic Fracture at Short-Term Follow-Up.",-1,0.0420212911890919,
4938,29223404,2018,The Journal of arthroplasty,Computer-Assisted Total Knee Arthroplasty: Is There a Difference Between Image-Based and Imageless Techniques?,-1,0.0643909441312246,
4939,29223403,2018,The Journal of arthroplasty,Older Adults Undergoing Total Hip or Knee Arthroplasty: Chronicling Changes in Their Multimorbidity Profile in the Last Two Decades.,-1,0.087273025213688,
4940,29221842,2018,The Journal of arthroplasty,Comparison of an Uncemented Tapered Stem Design in Cobalt-Chrome vs Titanium at 15-Year Follow-Up.,12,0.2603238035354889,Ceramic-on-Ceramic Bearings and Fracture
4941,29221841,2018,The Journal of arthroplasty,Risk Factors for Reaching the Post-Operative Transfusion Trigger in a Community Primary Total Knee Arthroplasty Population.,-1,0.0282202770563997,
4942,29221840,2018,The Journal of arthroplasty,A Multicenter Study of Irrigation and Debridement in Total Knee Arthroplasty Periprosthetic Joint Infection: Treatment Failure Is High.,3,0.1880268387957459,Periprosthetic Joint Infection Diagnosis and Treatment
4943,29221839,2018,The Journal of arthroplasty,Cementless One-Stage Revision in Chronic Periprosthetic Hip Joint Infection. Ninety-One Percent Infection Free Survival in 56 Patients at Minimum 2-Year Follow-Up.,46,1.0,Radiographic Implant Survival and Loosening Assessment
4944,29217393,2018,The Journal of arthroplasty,Acetabular Revision Using Trabecular Metal Augments for Paprosky Type 3 Defects.,-1,0.0573100900825742,
4945,29128234,2018,The Journal of arthroplasty,Skilled Nursing Facility Partnerships May Decrease 90-Day Costs in a Total Joint Arthroplasty Episode Under the Bundled Payments for Care Improvement Initiative.,27,0.1898632566122041,Medicare Reimbursement and Bundled Payments (Costs)
4946,29128235,2018,The Journal of arthroplasty,Characterization of Post-Operative Opioid Use Following Total Joint Arthroplasty.,6,0.0927932526197605,Observational Study Design and Statistical Methods
4947,29129614,2018,The Journal of arthroplasty,"Mid-Term Clinical, Functional, and Radiographic Outcomes of 105 Gender-Specific Patellofemoral Arthroplasties, With or Without the Association of Medial Unicompartmental Knee Arthroplasty.",42,1.0,Lower Extremity Deformity and Ligament Reconstruction
4948,29129615,2018,The Journal of arthroplasty,Patients With Major Depressive Disorder Experience Increased Perception of Pain and Opioid Consumption Following Total Joint Arthroplasty.,-1,0.0475856589199837,
4949,29174405,2018,The Journal of arthroplasty,Mixing of Head-Stem Components in Total Hip Arthroplasty.,-1,0.265177973506539,
4950,29174404,2018,The Journal of arthroplasty,Does Time to Surgery Affect Outcomes for Periprosthetic Femur Fractures?,-1,0.0039816207235313,
4951,29169690,2018,The Journal of arthroplasty,Evaluation of Surface Finish and Dimensional Control of Tribological Metal-Ultra High Molecular Weight Polyethylene Pair of Commercially Available Hip Implants.,-1,0.0453668907369042,
4952,29169689,2018,The Journal of arthroplasty,Patient-Identified Barriers and Facilitators to Pre-Visit Patient-Reported Outcomes Measures Completion in Patients With Hip and Knee Pain.,28,0.0666941455908864,Medicare Reimbursement and Bundled Payments (Proms)
4953,29157787,2018,The Journal of arthroplasty,A Consultation Phone Service for Patients With Total Joint Arthroplasty May Reduce Unnecessary Emergency Department Visits.,-1,0.0647718470961313,
4954,29157786,2018,The Journal of arthroplasty,The Seasonal Variability of Surgical Site Infections in Knee and Hip Arthroplasty.,-1,0.0961767729066878,
4955,29157785,2018,The Journal of arthroplasty,History of Breast Cancer Increases 90-Day Pulmonary Embolism Rates and Reimbursements After Total Hip Arthroplasty: A National Matched-Pair Analysis.,-1,0.1758626309308665,
4956,29153865,2018,The Journal of arthroplasty,Treatments of Missing Values in Large National Data Affect Conclusions: The Impact of Multiple Imputation on Arthroplasty Research.,29,0.0626245842144551,Machine Learning Prediction of Arthroplasty Outcomes
4957,29174407,2018,The Journal of arthroplasty,Hypothyroidism Increases 90-Day Complications and Costs Following Primary Total Knee Arthroplasty.,5,1.0,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
4958,29153864,2018,The Journal of arthroplasty,Changes in Markers of Thrombin Generation and Interleukin-6 During Unicondylar Knee and Total Knee Arthroplasty.,11,0.1506682755026436,Aspirin vs Anticoagulant VTE Prophylaxis
4959,29153633,2018,The Journal of arthroplasty,Opioids Consumed in the Immediate Post-Operative Period Do Not Influence How Patients Rate Their Experience of Care After Total Hip Arthroplasty.,34,0.1147590305861652,"Opioid Use, Prescription Patterns, and Stewardship"
4960,29153632,2018,The Journal of arthroplasty,A 2- to 16-Year Clinical Follow-Up of Revision Total Hip Arthroplasty Using a New Acetabular Implant Combined With Impacted Bone Allografts and a Cemented Cup.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
4961,29137901,2018,The Journal of arthroplasty,Impact of Femoral Stem Design on Failure After Anterior Approach Total Hip Arthroplasty.,-1,0.0837613161562875,
4962,29137900,2018,The Journal of arthroplasty,The Posterior Capsular Ligamentous Complex Contributes to Hip Joint Stability in Distraction.,8,1.0,"Knee Kinematics, Gap Balancing, and ROM"
4963,29137899,2018,The Journal of arthroplasty,Joint Gap in Mid-Flexion Is Not a Predictor of Postoperative Flexion Angle After Total Knee Arthroplasty.,8,0.0548981996322016,"Knee Kinematics, Gap Balancing, and ROM"
4964,29137898,2018,The Journal of arthroplasty,Antiseptics Commonly Used in Total Joint Arthroplasty Interact and May Form Toxic Products.,38,1.0,Implant Biofilm and Infection Biology
4965,29129618,2018,The Journal of arthroplasty,Rotating Hinge Implants for Complex Primary and Revision Total Knee Arthroplasty.,10,0.2638480997101105,Aseptic Loosening of Hip and Knee Implants
4966,29129617,2018,The Journal of arthroplasty,Computed Tomographic Evaluation of Bone Stock in Patients With Crowe Type III Developmental Dysplasia of the Hip: Implications for Guiding Acetabular Component Placement Using the High Hip Center Technique.,1,0.1677389118914021,Acetabular Cup Orientation and Component Positioning
4967,29153634,2018,The Journal of arthroplasty,Mid-Term Survivals After Cementless Bipolar Hemiarthroplasty for Unstable Intertrochanteric Fractures in Elderly Patients.,59,1.0,Extended Trochanteric Osteotomy and Periprosthetic Fracture
4968,29233569,2018,The Journal of arthroplasty,"Continuous Adductor Canal Blocks Provide Superior Ambulation and Pain Control Compared to Epidural Analgesia for Primary Knee Arthroplasty: A Randomized, Controlled Trial.",0,1.0,Tranexamic Acid and Perioperative Blood Management
4969,28939030,2018,The Journal of arthroplasty,Positive Blood Cultures in Periprosthetic Joint Infection Decrease Rate of Treatment Success.,-1,0.0168059501300248,
4970,29239772,2018,The Journal of arthroplasty,"Does a Program Based on Cognitive Behavioral Therapy Affect Kinesiophobia in Patients Following Total Knee Arthroplasty? A Randomized, Controlled Trial With a 6-Month Follow-Up.",-1,0.1008432829183275,
4971,28899593,2018,The Journal of arthroplasty,Radiographic Findings in Patients With Catastrophic Varus Collapse After Total Knee Arthroplasty.,10,1.0,Aseptic Loosening of Hip and Knee Implants
4972,28917617,2018,The Journal of arthroplasty,Change in Acetabular Cup Orientation From Supine to Standing Position and Its Effect on Wear of Highly Crosslinked Polyethylene.,-1,0.063994924681107,
4973,28917618,2018,The Journal of arthroplasty,Gap Balancing Sacrifices Joint-Line Maintenance to Improve Gap Symmetry: 5-Year Follow-Up of a Randomized Controlled Trial.,-1,0.0445272546578561,
4974,28988611,2018,The Journal of arthroplasty,Prevalence of Neurocognitive Dysfunction and Its Effects on Postoperative Outcomes in Total Joint Arthroplasty.,-1,0.0613507616840599,
4975,28985899,2018,The Journal of arthroplasty,Treatment of Extensive Gluteus Muscle Tears With Transosseous Fixation and a Nonresorbable Collagen Patch.,-1,0.0297599135557043,
4976,28974377,2018,The Journal of arthroplasty,Persistent Opioid Use Following Total Knee Arthroplasty: A Signal for Close Surveillance.,5,0.1017610963369454,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
4977,28974376,2018,The Journal of arthroplasty,Prior Lumbar Spinal Fusion is Associated With an Increased Risk of Dislocation and Revision in Total Hip Arthroplasty: A Meta-Analysis.,7,0.2842557526687154,Systematic Reviews and Meta-Analyses
4978,28965944,2018,The Journal of arthroplasty,Predictors of Outcome After Primary Total Joint Replacement.,58,1.0,Patient Satisfaction After Joint Arthroplasty
4979,28958659,2018,The Journal of arthroplasty,"Risk Factors for Repeat Debridement, Spacer Retention, Amputation, Arthrodesis, and Mortality After Removal of an Infected Total Knee Arthroplasty With Spacer Placement.",3,0.0432016393281924,Periprosthetic Joint Infection Diagnosis and Treatment
4980,28958658,2018,The Journal of arthroplasty,A Minimum Ten Years of Follow-Up of Alumina Head on Delta Liner Total Hip Arthroplasty.,-1,0.0665710944172411,
4981,28947374,2018,The Journal of arthroplasty,Increased Incidence of Bleeding and Wound Complications With Factor-Xa Inhibitors After Total Joint Arthroplasty.,11,1.0,Aspirin vs Anticoagulant VTE Prophylaxis
4982,28947373,2018,The Journal of arthroplasty,Preliminary Results After Changing From Two-Stage to One-Stage Revision Arthroplasty Protocol Using Cementless Arthroplasty for Chronic Infected Hip Replacements.,3,0.021629874732637,Periprosthetic Joint Infection Diagnosis and Treatment
4983,28947372,2018,The Journal of arthroplasty,Sports Participation in Patients After Total Hip Arthroplasty vs Periacetabular Osteotomy: A Propensity Score-Matched Asian Cohort Study.,58,0.146271837510776,Patient Satisfaction After Joint Arthroplasty
4984,28947371,2018,The Journal of arthroplasty,Inferior Radiographic and Functional Outcomes With Modular Stem in Metal-on-Metal Total Hip Arthroplasty.,17,0.0292591406173518,Metal Ion Release and Cobalt-Chromium Toxicity
4985,28947370,2018,The Journal of arthroplasty,Trabecular Metal Acetabular Components Reduce the Risk of Revision Following Primary Total Hip Arthroplasty: A Propensity Score Matched Study From the National Joint Registry for England and Wales.,35,0.1080443531697492,Registry-Based Revision Risk and Implant Survivorship
4986,28947369,2018,The Journal of arthroplasty,Comparison of Quadriceps-Sparing and Medial Parapatellar Approaches in Total Knee Arthroplasty: A Meta-Analysis of Randomized Controlled Trials.,-1,0.0291530415385647,
4987,28947368,2018,The Journal of arthroplasty,Complications and Mortality Following Total Hip Arthroplasty in the Octogenarians: An Analysis of a National Database.,5,0.2279073125053238,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
4988,28899592,2018,The Journal of arthroplasty,The American College of Surgeons National Surgical Quality Improvement Program Surgical Risk Calculator Has a Role in Predicting Discharge to Post-Acute Care in Total Joint Arthroplasty.,48,0.1260317564912829,Risk Assessment and Discharge Disposition Models
4989,29108792,2018,The Journal of arthroplasty,Comparison of the Primary Stability of a Porous Coated Acetabular Revision Cup With a Standard Cup.,24,0.1306379657875643,Biomechanical Testing and Implant Stability
4990,29776852,2018,The Journal of arthroplasty,Indications for MARS-MRI in Patients Treated With Articular Surface Replacement XL Total Hip Arthroplasty.,17,0.0472359584737985,Metal Ion Release and Cobalt-Chromium Toxicity
4991,28811109,2018,The Journal of arthroplasty,The Risk of Acute Infection Following Intra-articular Corticosteroid Injection Into a Pre-existing Total Knee Arthroplasty.,5,0.32074047119536,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
4992,29208330,2018,The Journal of arthroplasty,What Is the Impact of Advancing Age on the Outcomes of Total Hip Arthroplasty?,-1,0.1280214962000915,
4993,28869115,2018,The Journal of arthroplasty,Wound Discharge After Pharmacological Thromboprophylaxis in Lower Limb Arthroplasty.,11,1.0,Aspirin vs Anticoagulant VTE Prophylaxis
4994,28869114,2018,The Journal of arthroplasty,"Multidrug-Resistant Organisms in the Setting of Periprosthetic Joint Infection-Diagnosis, Prevention, and Treatment.",-1,0.0358065905031943,
4995,28867520,2018,The Journal of arthroplasty,Comparison of the iAssist Handheld Guidance System to Conventional Instruments for Mechanical Axis Restoration in Total Knee Arthroplasty.,1,0.0573472486670116,Acetabular Cup Orientation and Component Positioning
4996,28864031,2018,The Journal of arthroplasty,Comparison of Wound Complications and Deep Infections With Direct Anterior and Posterior Approaches in Obese Hip Arthroplasty Patients.,45,0.0993822502281055,Direct Anterior Approach Total Hip Arthroplasty
4997,28847665,2018,The Journal of arthroplasty,Short-Term Results of Ultra-Short Anatomic vs Ultra-Short Non-Anatomic Proximal Loading Uncemented Femoral Stems.,-1,0.0354104885527028,
4998,28844770,2018,The Journal of arthroplasty,Preoperative Chronic Opioid Users in Total Knee Arthroplasty-Which Patients Persistently Abuse Opiates Following Surgery?,78,1.0,Preoperative Opioid Use and Outcomes
4999,28844769,2018,The Journal of arthroplasty,Perioperative Outcomes and Complications in Patients With Heart Failure Following Total Knee Arthroplasty.,6,1.0,Observational Study Design and Statistical Methods
5000,28844768,2018,The Journal of arthroplasty,Systemic Safety of Liposomal Bupivacaine in Simultaneous Bilateral Total Knee Arthroplasty.,0,0.2309007810463053,Tranexamic Acid and Perioperative Blood Management
5001,28844767,2018,The Journal of arthroplasty,Comparison of High-Flexion Fixed-Bearing and High-Flexion Mobile-Bearing Total Knee Arthroplasties-A Prospective Randomized Study.,-1,0.0105860972127189,
5002,28844766,2018,The Journal of arthroplasty,Scanning Electron Microscopy and Energy-Dispersive X-Ray Spectroscopy as a Valuable Tool to Investigate the Ultra-High-Molecular-Weight Polyethylene Wear Mechanisms and Debris in Hip Implants.,16,0.2399630517563082,Implant Retrieval and Corrosion Analysis
5003,28844765,2018,The Journal of arthroplasty,Extremely Low Transfusion Rates: Contemporary Primary Total Hip and Knee Arthroplasties.,76,1.0,Blood Loss and Transfusion Management (Hgb)
5004,28844631,2018,The Journal of arthroplasty,Improving Value in Total Hip and Knee Arthroplasty: The Role of High Volume Hospitals.,27,0.0835352832886779,Medicare Reimbursement and Bundled Payments (Costs)
5005,28844630,2018,The Journal of arthroplasty,Do Porous Tantalum Metaphyseal Cones Improve Outcomes in Revision Total Knee Arthroplasty?,55,1.0,Cementless Stem Subsidence and Early Fixation
5006,28844629,2018,The Journal of arthroplasty,Total Hip Arthroplasty After In Situ Fixation of Minimally Displaced Femoral Neck Fractures in Elderly Patients.,10,0.1243212700282112,Aseptic Loosening of Hip and Knee Implants
5007,28844628,2018,The Journal of arthroplasty,Revision Total Knee Arthroplasty in Octogenarians: An Analysis of 957 Cases.,-1,0.0372847372890614,
5008,28838614,2018,The Journal of arthroplasty,Implementation of Preoperative Screening Criteria Lowers Infection and Complication Rates Following Elective Total Hip Arthroplasty and Total Knee Arthroplasty in a Veteran Population.,-1,0.0531229009536143,
5009,28802777,2018,The Journal of arthroplasty,Local Infiltration Analgesia With Liposomal Bupivacaine Improves Pain Scores and Reduces Opioid Use After Total Knee Arthroplasty: Results of a Randomized Controlled Trial.,0,0.2415867938251243,Tranexamic Acid and Perioperative Blood Management
5010,28939034,2018,The Journal of arthroplasty,The Popularity of Outcome Measures for Hip and Knee Arthroplasties.,7,0.2678073973720691,Systematic Reviews and Meta-Analyses
5011,28939032,2018,The Journal of arthroplasty,Preoperative Diagnosis Can Predict Conversion Total Knee Arthroplasty Outcomes.,-1,0.0293384654495737,
5012,28939031,2018,The Journal of arthroplasty,The Current Knowledge on Spinopelvic Mobility.,8,0.0793276373191539,"Knee Kinematics, Gap Balancing, and ROM"
5013,29273288,2018,The Journal of arthroplasty,Cementation of a Dual Mobility Construct in Recurrently Dislocating and High Risk Patients Undergoing Revision Total Arthroplasty.,-1,0.1502724422424111,
5014,29269273,2018,The Journal of arthroplasty,Direct Leverage for Reducing the Femoral Head in Total Hip Arthroplasty Without Femoral Shortening Osteotomy for Crowe Type 3 to 4 Dysplasia of the Hip.,37,1.0,Femoral Head Collapse and Osteonecrosis
5015,29258763,2018,The Journal of arthroplasty,Multiple Low-Dose Dexamethasone Further Improves Clinical Outcomes Following Total Hip Arthroplasty.,0,1.0,Tranexamic Acid and Perioperative Blood Management
5016,29258762,2018,The Journal of arthroplasty,The Joint Clinic: Managing Excess Demand for Hip and Knee Osteoarthritis Referrals Using a New Physiotherapy-Led Outpatient Service.,-1,0.0389163960535871,
5017,29258761,2018,The Journal of arthroplasty,External Fixation vs Intramedullary Nailing for Knee Arthrodesis After Failed Infected Total Knee Arthroplasty: A Systematic Review and Meta-Analysis.,7,1.0,Systematic Reviews and Meta-Analyses
5018,29258760,2018,The Journal of arthroplasty,Adult Reconstruction Studies Presented at AAOS and AAHKS 2011-2015 Annual Meetings. Is There a Difference in Future Publication?,73,1.0,Authorship Trends and Publication Patterns in Arthroplasty
5019,29248486,2018,The Journal of arthroplasty,"Rate and Risk Factors for Periprosthetic Joint Infection Among 36,494 Primary Total Hip Arthroplasties.",5,1.0,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
5020,29248485,2018,The Journal of arthroplasty,Uncemented vs Cemented Cruciate Retaining Total Knee Arthroplasty in Patients With Body Mass Index Greater Than 30.,-1,0.087837810770308,
5021,29248484,2018,The Journal of arthroplasty,Is There Any Role for Direct Repair of Extensor Mechanism Disruption Following Total Knee Arthroplasty?,10,1.0,Aseptic Loosening of Hip and Knee Implants
5022,29248483,2018,The Journal of arthroplasty,Dose-Dependent Resorption of Allograft by rhBMP-2 Uncompensated by New Bone Formation-A Canine Study With Implants and Zoledronate.,38,1.0,Implant Biofilm and Infection Biology
5023,29246719,2018,The Journal of arthroplasty,Increase in Benign Squeaking Rate at Five-Year Follow-Up: Results of a Large Diameter Ceramic-on-Ceramic Bearing in Total Hip Arthroplasty.,-1,0.123928464490528,
5024,29246718,2018,The Journal of arthroplasty,Lower Extremity Arterial Calcification on Preoperative Knee Radiographs as a Predictor of Postoperative Cardiovascular Events After Primary Total Knee Arthroplasty.,-1,0.0414811670930407,
5025,29246717,2018,The Journal of arthroplasty,Comparative Analysis of the Reconstruction of Individual Hip Anatomy Using 3 Different Cementless Stem Designs in Patients With Primary Hip Osteoarthritis.,-1,0.0315658683017281,
5026,29246716,2018,The Journal of arthroplasty,"Clinical Performance, Patient Reported Outcome, and Radiological Results of a Short, Tapered, Porous, Proximally Coated Cementless Femoral Stem: Results up to Seven Years of Follow-Up.",-1,0.0902825720196857,
5027,29246715,2018,The Journal of arthroplasty,Comparable Cumulative Incidence of Late Periprosthetic Femoral Fracture and Aseptic Stem Loosening in Uncemented Total Hip Arthroplasty-A Concise Follow-Up Report at a Minimum of 20 Years.,-1,0.0479518277019842,
5028,29246714,2018,The Journal of arthroplasty,Public Perceptions About Nerve Injury From Hip Replacement Surgery.,22,0.1356722350685046,AAHKS Member Survey Studies
5029,29239773,2018,The Journal of arthroplasty,Femoral Nerve Palsy Following Total Hip Arthroplasty: Incidence and Course of Recovery.,31,1.0,Hip-Spine Syndrome and Lumbar Fusion After THA
5030,29273289,2018,The Journal of arthroplasty,Inpatient Consults and Complications During Primary Total Joint Arthroplasty in a Bundled Care Model.,15,0.1389591963192966,Medicare Reimbursement and Bundled Payments
5031,29273290,2018,The Journal of arthroplasty,Risk Factors and Costs Associated With Clostridium difficile Colitis in Patients With Prosthetic Joint Infection Undergoing Revision Total Hip Arthroplasty.,5,1.0,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
5032,29273291,2018,The Journal of arthroplasty,Balanced Flexion and Extension Gaps Are Not Always of Equal Size.,-1,0.0528092897847953,
5033,29273292,2018,The Journal of arthroplasty,Reduction of Particles in the Operating Room Using Ultraviolet Air Disinfection and Recirculation Units.,52,1.0,Operating Room Air Contamination and Infection Prevention
5034,28935340,2018,The Journal of arthroplasty,"Risk Factors, Outcomes, and Timing of Manipulation Under Anesthesia After Total Knee Arthroplasty.",-1,0.0606200420522364,
